gen,best_mse_domain,best_mse_boundary,best_total_mse
0,0,0,0.133434
1,0,0,0.0003486
2,0,0,0.0003486
3,0,0,0.0003486
4,0,0,0.000137093
5,0,0,2.94452e-05
6,0,0,2.94452e-05
7,0,0,2.29751e-05
8,0,0,2.29751e-05
9,0,0,2.29751e-05
10,0,0,4.22382e-06
11,0,0,4.22382e-06
12,0,0,4.22382e-06
13,0,0,4.22382e-06
14,0,0,4.22382e-06
15,0,0,4.22382e-06
16,0,0,4.22382e-06
17,0,0,4.22382e-06
18,0,0,4.22382e-06
19,0,0,4.22382e-06
20,0,0,4.22382e-06
21,0,0,4.22382e-06
22,0,0,3.69539e-06
23,0,0,3.69539e-06
24,0,0,3.69539e-06
25,0,0,3.69539e-06
26,0,0,3.23057e-06
27,0,0,9.72516e-07
28,0,0,9.72516e-07
29,0,0,9.72516e-07
30,0,0,9.72516e-07
31,0,0,9.72516e-07
32,0,0,9.72516e-07
33,0,0,9.72516e-07
34,0,0,9.72516e-07
35,0,0,9.72516e-07
36,0,0,3.41949e-07
37,0,0,3.41949e-07
38,0,0,3.41949e-07
39,0,0,3.41949e-07
40,0,0,3.41949e-07
41,0,0,3.41949e-07
42,0,0,3.41949e-07
43,0,0,3.41949e-07
44,0,0,3.41949e-07
45,0,0,3.41949e-07
46,0,0,3.41949e-07
47,0,0,3.41949e-07
48,0,0,3.41949e-07
49,0,0,3.41949e-07
50,0,0,3.41949e-07
51,0,0,3.41949e-07
52,0,0,3.41949e-07
53,0,0,3.41949e-07
54,0,0,3.41949e-07
55,0,0,3.41949e-07
56,0,0,3.41949e-07
57,0,0,3.41949e-07
58,0,0,3.41949e-07
59,0,0,3.41949e-07
60,0,0,3.41949e-07
61,0,0,3.41949e-07
62,0,0,3.41949e-07
63,0,0,3.41949e-07
64,0,0,3.41949e-07
65,0,0,3.41949e-07
66,0,0,3.41949e-07
67,0,0,3.41949e-07
68,0,0,3.41949e-07
69,0,0,3.41949e-07
70,0,0,3.41949e-07
71,0,0,3.41949e-07
72,0,0,3.41949e-07
73,0,0,3.41949e-07
74,0,0,3.41949e-07
75,0,0,3.41949e-07
76,0,0,3.41949e-07
77,0,0,3.41949e-07
78,0,0,3.41949e-07
79,0,0,3.41949e-07
80,0,0,3.41949e-07
81,0,0,3.41949e-07
82,0,0,3.41949e-07
83,0,0,3.41949e-07
84,0,0,3.41949e-07
85,0,0,3.41949e-07
86,0,0,3.41949e-07
87,0,0,3.41949e-07
88,0,0,3.41949e-07
89,0,0,3.41949e-07
90,0,0,3.41949e-07
91,0,0,3.41949e-07
92,0,0,3.41949e-07
93,0,0,3.41949e-07
94,0,0,3.41949e-07
95,0,0,3.41949e-07
96,0,0,3.41949e-07
97,0,0,3.41949e-07
98,0,0,3.41949e-07
99,0,0,3.41949e-07
100,0,0,3.41949e-07
101,0,0,3.41949e-07
102,0,0,3.41949e-07
103,0,0,3.41949e-07
104,0,0,3.41949e-07
105,0,0,3.41949e-07
106,0,0,3.41949e-07
107,0,0,3.41949e-07
108,0,0,3.41949e-07
109,0,0,3.41949e-07
110,0,0,3.41949e-07
111,0,0,3.41949e-07
112,0,0,3.41949e-07
113,0,0,3.41949e-07
114,0,0,2.2787e-07
115,0,0,2.2787e-07
116,0,0,2.2787e-07
117,0,0,2.2787e-07
118,0,0,2.2787e-07
119,0,0,2.2787e-07
120,0,0,2.2787e-07
121,0,0,2.2787e-07
122,0,0,2.2787e-07
123,0,0,2.2787e-07
124,0,0,2.2787e-07
125,0,0,2.2787e-07
126,0,0,2.2787e-07
127,0,0,2.2787e-07
128,0,0,2.2787e-07
129,0,0,2.2787e-07
130,0,0,2.2787e-07
131,0,0,2.2787e-07
132,0,0,2.2787e-07
133,0,0,2.2787e-07
134,0,0,2.2787e-07
135,0,0,2.2787e-07
136,0,0,2.2787e-07
137,0,0,2.2787e-07
138,0,0,2.2787e-07
139,0,0,2.2787e-07
140,0,0,2.2787e-07
141,0,0,2.2787e-07
